"DateTime","Number of Cargo Ships","Number of Tanker Ships","7-day Moving Average","Prior Year: 7-day Moving Average"
"2020-02-19 00:00:00",28,65,85,89.14285714285714
"2020-02-20 00:00:00",44,63,90.85714285714286,91.28571428571429
"2020-02-21 00:00:00",35,35,90.57142857142857,92.14285714285714
"2020-02-22 00:00:00",30,49,90.28571428571429,92.71428571428571
"2020-02-23 00:00:00",30,51,90.14285714285714,92.71428571428571
"2020-02-24 00:00:00",33,50,86.14285714285714,93.28571428571429
"2020-02-25 00:00:00",46,59,88.28571428571429,96.57142857142857
"2020-02-26 00:00:00",33,56,87.71428571428571,92.71428571428571
"2020-02-27 00:00:00",22,38,81,91.28571428571429
"2020-02-28 00:00:00",29,62,84,90.71428571428571
"2020-02-29 00:00:00",33,49,84.42857142857143,90.14285714285714
"2020-03-01 00:00:00",32,50,84.57142857142857,86
"2020-03-02 00:00:00",36,59,86.28571428571429,84
"2020-03-03 00:00:00",29,54,83.14285714285714,82.85714285714286
"2020-03-04 00:00:00",24,42,79.85714285714286,86.42857142857143
"2020-03-05 00:00:00",26,45,81.42857142857143,88.28571428571429
"2020-03-06 00:00:00",33,50,80.28571428571429,88.42857142857143
"2020-03-07 00:00:00",35,52,81,88.57142857142857
"2020-03-08 00:00:00",33,65,83.28571428571429,92.57142857142857
"2020-03-09 00:00:00",28,38,79.14285714285714,89.42857142857143
"2020-03-10 00:00:00",23,57,78.71428571428571,85.57142857142857
"2020-03-11 00:00:00",34,40,79.85714285714286,83.28571428571429
"2020-03-12 00:00:00",25,49,80.28571428571429,83.28571428571429
"2020-03-13 00:00:00",38,55,81.71428571428571,83.57142857142857
"2020-03-14 00:00:00",34,72,84.42857142857143,82
"2020-03-15 00:00:00",28,37,79.71428571428571,79.57142857142857
"2020-03-16 00:00:00",26,36,79.14285714285714,82.71428571428571
"2020-03-17 00:00:00",27,51,78.85714285714286,85.28571428571429
"2020-03-18 00:00:00",39,49,80.85714285714286,86.57142857142857
"2020-03-19 00:00:00",34,44,81.42857142857143,84.85714285714286
"2020-03-20 00:00:00",29,56,80.28571428571429,86.57142857142857
"2020-03-21 00:00:00",22,54,76,87.42857142857143
"2020-03-22 00:00:00",26,49,77.42857142857143,87.42857142857143
"2020-03-23 00:00:00",28,44,78.85714285714286,87.14285714285714
"2020-03-24 00:00:00",32,43,78.42857142857143,85.28571428571429
"2020-03-25 00:00:00",33,46,77.14285714285714,82.85714285714286
"2020-03-26 00:00:00",34,55,78.71428571428571,82.28571428571429
"2020-03-27 00:00:00",30,52,78.28571428571429,82.85714285714286
"2020-03-28 00:00:00",32,56,80,86.57142857142857
"2020-03-29 00:00:00",25,49,79.85714285714286,91.85714285714286
"2020-03-30 00:00:00",33,54,82,92.42857142857143
"2020-03-31 00:00:00",33,44,82.28571428571429,96.42857142857143
"2020-04-01 00:00:00",37,47,83,96
"2020-04-02 00:00:00",35,66,84.71428571428571,96.28571428571429
"2020-04-03 00:00:00",42,60,87.57142857142857,93.57142857142857
"2020-04-04 00:00:00",34,52,87.28571428571429,94.42857142857143
"2020-04-05 00:00:00",35,63,90.71428571428571,92
"2020-04-06 00:00:00",37,63,92.57142857142857,92.28571428571429
"2020-04-07 00:00:00",46,44,94.42857142857143,91.14285714285714
"2020-04-08 00:00:00",37,62,96.57142857142857,96.71428571428571
"2020-04-09 00:00:00",35,59,95.57142857142857,96.28571428571429
"2020-04-10 00:00:00",33,62,94.57142857142857,96.42857142857143
"2020-04-11 00:00:00",38,59,96.14285714285714,93.85714285714286
"2020-04-12 00:00:00",36,58,95.57142857142857,91.14285714285714
"2020-04-13 00:00:00",28,55,93.14285714285714,89.71428571428571
"2020-04-14 00:00:00",28,44,90.57142857142857,90.85714285714286
"2020-04-15 00:00:00",26,42,86.14285714285714,88.42857142857143
"2020-04-16 00:00:00",28,60,85.28571428571429,92.42857142857143
"2020-04-17 00:00:00",28,52,83.14285714285714,95.14285714285714
"2020-04-18 00:00:00",31,58,82,96
"2020-04-19 00:00:00",34,51,80.71428571428571,101
"2020-04-20 00:00:00",30,52,80.57142857142857,103.57142857142857
"2020-04-21 00:00:00",24,56,81.71428571428571,104.71428571428571
"2020-04-22 00:00:00",38,48,84.28571428571429,105
"2020-04-23 00:00:00",37,58,85.28571428571429,101.14285714285714
"2020-04-24 00:00:00",34,55,86.57142857142857,97.71428571428571
"2020-04-25 00:00:00",32,58,86.71428571428571,93.42857142857143
"2020-04-26 00:00:00",37,72,90.14285714285714,92.42857142857143
"2020-04-27 00:00:00",28,50,89.57142857142857,92.71428571428571
"2020-04-28 00:00:00",44,55,92.28571428571429,94.14285714285714
"2020-04-29 00:00:00",25,47,90.28571428571429,91
"2020-04-30 00:00:00",42,48,89.57142857142857,95.42857142857143
"2020-05-01 00:00:00",44,57,91.28571428571429,100.28571428571429
"2020-05-02 00:00:00",25,66,91.42857142857143,105
"2020-05-03 00:00:00",30,49,87.14285714285714,101
"2020-05-04 00:00:00",35,56,89,98.57142857142857
"2020-05-05 00:00:00",29,45,85.42857142857143,95.42857142857143
"2020-05-06 00:00:00",36,64,89.42857142857143,98.28571428571429
"2020-05-07 00:00:00",37,50,89,97.71428571428571
"2020-05-08 00:00:00",35,53,87.14285714285714,96
"2020-05-09 00:00:00",34,58,87.28571428571429,94.28571428571429
"2020-05-10 00:00:00",39,38,87,97.71428571428571
"2020-05-11 00:00:00",33,59,87.14285714285714,100.71428571428571
"2020-05-12 00:00:00",27,57,88.57142857142857,100.57142857142857
"2020-05-13 00:00:00",27,55,86,99
