"DateTime","Number of Cargo Ships","Number of Tanker Ships","7-day Moving Average","Prior Year: 7-day Moving Average"
"2020-05-09 00:00:00",20,10,30,31.142857142857142
"2020-05-10 00:00:00",13,12,29.285714285714285,31.714285714285715
"2020-05-11 00:00:00",14,10,28,32.857142857142854
"2020-05-12 00:00:00",15,12,27.714285714285715,33
"2020-05-13 00:00:00",20,10,27.714285714285715,33.57142857142857
"2020-05-14 00:00:00",19,9,27.428571428571427,32.714285714285715
"2020-05-15 00:00:00",18,9,27.285714285714285,32.285714285714285
"2020-05-16 00:00:00",14,12,26.714285714285715,32.142857142857146
"2020-05-17 00:00:00",13,11,26.571428571428573,31.428571428571427
"2020-05-18 00:00:00",17,13,27.428571428571427,31.285714285714285
"2020-05-19 00:00:00",7,15,26.714285714285715,29.714285714285715
"2020-05-20 00:00:00",11,13,25.857142857142858,29.428571428571427
"2020-05-21 00:00:00",16,5,24.857142857142858,29.571428571428573
"2020-05-22 00:00:00",19,5,24.428571428571427,29.714285714285715
"2020-05-23 00:00:00",17,9,24.428571428571427,29.857142857142858
"2020-05-24 00:00:00",13,11,24.428571428571427,30
"2020-05-25 00:00:00",16,8,23.571428571428573,29.142857142857142
"2020-05-26 00:00:00",13,11,23.857142857142858,29.857142857142858
"2020-05-27 00:00:00",15,10,24,29.428571428571427
"2020-05-28 00:00:00",19,11,25.285714285714285,29.285714285714285
"2020-05-29 00:00:00",22,7,26,29.571428571428573
"2020-05-30 00:00:00",17,5,25.428571428571427,29.142857142857142
"2020-05-31 00:00:00",17,9,25.714285714285715,29.285714285714285
"2020-06-01 00:00:00",16,11,26.142857142857142,30.285714285714285
"2020-06-02 00:00:00",13,14,26.571428571428573,30.428571428571427
"2020-06-03 00:00:00",16,14,27.285714285714285,30.142857142857142
"2020-06-04 00:00:00",16,12,27,30.428571428571427
"2020-06-05 00:00:00",18,11,27,31.142857142857142
"2020-06-06 00:00:00",19,12,28.285714285714285,31.571428571428573
"2020-06-07 00:00:00",14,15,28.714285714285715,31.857142857142858
"2020-06-08 00:00:00",14,8,28,31.142857142857142
"2020-06-09 00:00:00",13,7,27,31.285714285714285
"2020-06-10 00:00:00",12,10,25.857142857142858,31.714285714285715
"2020-06-11 00:00:00",14,11,25.428571428571427,31.285714285714285
"2020-06-12 00:00:00",17,9,25,29.571428571428573
"2020-06-13 00:00:00",14,8,23.714285714285715,29.428571428571427
"2020-06-14 00:00:00",12,12,23,28.571428571428573
"2020-06-15 00:00:00",16,12,23.857142857142858,29.142857142857142
"2020-06-16 00:00:00",11,13,24.428571428571427,28.714285714285715
"2020-06-17 00:00:00",17,12,25.428571428571427,28.285714285714285
"2020-06-18 00:00:00",17,9,25.571428571428573,28.142857142857142
"2020-06-19 00:00:00",19,8,25.714285714285715,29.285714285714285
"2020-06-20 00:00:00",19,6,26.142857142857142,29.857142857142858
"2020-06-21 00:00:00",17,15,27.285714285714285,30
"2020-06-22 00:00:00",12,14,27,29.428571428571427
"2020-06-23 00:00:00",14,9,26.857142857142858,30.571428571428573
"2020-06-24 00:00:00",24,5,26.857142857142858,31
"2020-06-25 00:00:00",16,10,26.857142857142858,31.857142857142858
"2020-06-26 00:00:00",17,7,26.428571428571427,31.142857142857142
"2020-06-27 00:00:00",13,12,26.428571428571427,30.285714285714285
"2020-06-28 00:00:00",14,10,25.285714285714285,30.571428571428573
"2020-06-29 00:00:00",14,12,25.285714285714285,30.571428571428573
"2020-06-30 00:00:00",12,14,25.714285714285715,29.714285714285715
"2020-07-01 00:00:00",14,8,24.714285714285715,29.571428571428573
"2020-07-02 00:00:00",13,16,25.142857142857142,28.857142857142858
"2020-07-03 00:00:00",17,13,26,29.428571428571427
"2020-07-04 00:00:00",16,14,26.714285714285715,29.428571428571427
"2020-07-05 00:00:00",17,8,26.857142857142858,29.428571428571427
"2020-07-06 00:00:00",14,14,27.142857142857142,30
"2020-07-07 00:00:00",14,14,27.428571428571427,29.857142857142858
"2020-07-08 00:00:00",17,13,28.571428571428573,30.571428571428573
"2020-07-09 00:00:00",18,8,28.142857142857142,30.428571428571427
"2020-07-10 00:00:00",14,10,27.285714285714285,30.142857142857142
"2020-07-11 00:00:00",12,11,26.285714285714285,30.571428571428573
"2020-07-12 00:00:00",14,13,26.571428571428573,30.285714285714285
"2020-07-13 00:00:00",15,14,26.714285714285715,30.285714285714285
"2020-07-14 00:00:00",14,11,26.285714285714285,30.571428571428573
"2020-07-15 00:00:00",22,8,26.285714285714285,29.571428571428573
"2020-07-16 00:00:00",20,10,26.857142857142858,30.142857142857142
"2020-07-17 00:00:00",22,7,27.571428571428573,30.142857142857142
"2020-07-18 00:00:00",11,17,28.285714285714285,29.857142857142858
"2020-07-19 00:00:00",16,14,28.714285714285715,30.714285714285715
"2020-07-20 00:00:00",15,13,28.571428571428573,30.285714285714285
"2020-07-21 00:00:00",20,7,28.857142857142858,30.285714285714285
"2020-07-22 00:00:00",21,10,29,31
"2020-07-23 00:00:00",17,14,29.142857142857142,30.857142857142858
"2020-07-24 00:00:00",22,12,29.857142857142858,31
"2020-07-25 00:00:00",12,17,30,31
"2020-07-26 00:00:00",17,11,29.714285714285715,31.142857142857142
"2020-07-27 00:00:00",26,6,30.285714285714285,31.571428571428573
"2020-07-28 00:00:00",14,12,30.142857142857142,31.714285714285715
"2020-07-29 00:00:00",16,13,29.857142857142858,31.428571428571427
"2020-07-30 00:00:00",23,8,29.857142857142858,31.142857142857142
"2020-07-31 00:00:00",18,14,29.571428571428573,31
"2020-08-01 00:00:00",17,12,29.571428571428573,31.428571428571427
"2020-08-02 00:00:00",20,10,29.857142857142858,30.714285714285715
"2020-08-03 00:00:00",20,12,29.857142857142858,29.714285714285715
"2020-08-04 00:00:00",16,10,29.857142857142858,29.714285714285715
"2020-08-05 00:00:00",17,12,29.857142857142858,30
"2020-08-06 00:00:00",17,13,29.714285714285715,30.857142857142858
"2020-08-07 00:00:00",21,11,29.714285714285715,31.714285714285715
"2020-08-08 00:00:00",18,13,30,32.285714285714285
"2020-08-09 00:00:00",17,10,29.571428571428573,33.285714285714285
"2020-08-10 00:00:00",18,10,29,34.142857142857146
"2020-08-11 00:00:00",13,12,28.857142857142858,34.857142857142854
"2020-08-12 00:00:00",13,14,28.571428571428573,35.714285714285715
"2020-08-13 00:00:00",17,11,28.285714285714285,35.714285714285715
"2020-08-14 00:00:00",14,14,27.714285714285715,36.285714285714285
"2020-08-15 00:00:00",11,19,27.571428571428573,37
"2020-08-16 00:00:00",26,9,28.714285714285715,36.142857142857146
"2020-08-17 00:00:00",23,11,29.571428571428573,35.57142857142857
"2020-08-18 00:00:00",21,11,30.571428571428573,35.714285714285715
"2020-08-19 00:00:00",19,14,31.428571428571427,34.42857142857143
"2020-08-20 00:00:00",17,16,32.142857142857146,34.285714285714285
"2020-08-21 00:00:00",20,11,32.57142857142857,33.857142857142854
"2020-08-22 00:00:00",20,14,33.142857142857146,32.57142857142857
"2020-08-23 00:00:00",23,10,32.857142857142854,33
"2020-08-24 00:00:00",16,16,32.57142857142857,33.285714285714285
"2020-08-25 00:00:00",17,13,32.285714285714285,32.57142857142857
"2020-08-26 00:00:00",23,8,32,33.142857142857146
"2020-08-27 00:00:00",17,17,32.142857142857146,33.285714285714285
"2020-08-28 00:00:00",22,9,32.142857142857146,32.714285714285715
"2020-08-29 00:00:00",19,12,31.714285714285715,32.714285714285715
"2020-08-30 00:00:00",15,12,30.857142857142858,33
"2020-08-31 00:00:00",18,10,30.285714285714285,33.857142857142854
"2020-09-01 00:00:00",16,9,29.571428571428573,34.142857142857146
"2020-09-02 00:00:00",16,10,28.857142857142858,33.714285714285715
"2020-09-03 00:00:00",17,9,27.714285714285715,33.142857142857146
"2020-09-04 00:00:00",21,6,27.142857142857142,33.142857142857146
"2020-09-05 00:00:00",14,11,26.285714285714285,33
"2020-09-06 00:00:00",15,12,26.285714285714285,32.857142857142854
"2020-09-07 00:00:00",14,10,25.714285714285715,32.142857142857146
"2020-09-08 00:00:00",16,11,26,31.714285714285715
"2020-09-09 00:00:00",19,9,26.285714285714285,32
"2020-09-10 00:00:00",16,13,26.714285714285715,32.42857142857143
"2020-09-11 00:00:00",18,10,26.857142857142858,32.857142857142854
"2020-09-12 00:00:00",21,8,27.428571428571427,32.714285714285715
"2020-09-13 00:00:00",21,8,27.714285714285715,32.42857142857143
"2020-09-14 00:00:00",19,14,29,32.714285714285715
"2020-09-15 00:00:00",19,15,30,33.42857142857143
"2020-09-16 00:00:00",20,13,30.714285714285715,33.142857142857146
"2020-09-17 00:00:00",17,17,31.428571428571427,33.42857142857143
"2020-09-18 00:00:00",20,10,31.714285714285715,32.714285714285715
"2020-09-19 00:00:00",15,14,31.714285714285715,33
"2020-09-20 00:00:00",25,8,32.285714285714285,32.714285714285715
"2020-09-21 00:00:00",19,13,32.142857142857146,32.42857142857143
"2020-09-22 00:00:00",17,13,31.571428571428573,31.285714285714285
"2020-09-23 00:00:00",22,11,31.571428571428573,30.714285714285715
"2020-09-24 00:00:00",16,12,30.714285714285715,30
"2020-09-25 00:00:00",20,12,31,29.714285714285715
"2020-09-26 00:00:00",23,7,31.142857142857142,29.285714285714285
"2020-09-27 00:00:00",25,8,31.142857142857142,29.142857142857142
"2020-09-28 00:00:00",20,11,31,28.571428571428573
"2020-09-29 00:00:00",14,16,31,28.571428571428573
"2020-09-30 00:00:00",24,8,30.857142857142858,29.428571428571427
"2020-10-01 00:00:00",21,11,31.428571428571427,30
"2020-10-02 00:00:00",16,14,31.142857142857142,30.857142857142858
"2020-10-03 00:00:00",19,9,30.857142857142858,31.285714285714285
"2020-10-04 00:00:00",23,8,30.571428571428573,32
"2020-10-05 00:00:00",19,10,30.285714285714285,33.142857142857146
"2020-10-06 00:00:00",20,13,30.714285714285715,34
"2020-10-07 00:00:00",16,14,30.428571428571427,34.42857142857143
"2020-10-08 00:00:00",20,13,30.571428571428573,34.57142857142857
"2020-10-09 00:00:00",16,14,30.571428571428573,34.857142857142854
"2020-10-10 00:00:00",20,13,31.285714285714285,35
"2020-10-11 00:00:00",22,11,31.571428571428573,35.142857142857146
"2020-10-12 00:00:00",23,10,32.142857142857146,34.857142857142854
"2020-10-13 00:00:00",17,14,31.857142857142858,34.57142857142857
"2020-10-14 00:00:00",21,17,33,34.142857142857146
"2020-10-15 00:00:00",21,11,32.857142857142854,33.714285714285715
"2020-10-16 00:00:00",25,9,33.42857142857143,33.42857142857143
"2020-10-17 00:00:00",21,16,34,33.142857142857146
"2020-10-18 00:00:00",26,10,34.42857142857143,32.42857142857143
"2020-10-19 00:00:00",27,9,34.857142857142854,33
"2020-10-20 00:00:00",18,17,35.42857142857143,32.857142857142854
"2020-10-21 00:00:00",20,16,35.142857142857146,32.714285714285715
"2020-10-22 00:00:00",23,13,35.714285714285715,32.42857142857143
"2020-10-23 00:00:00",23,14,36.142857142857146,32
"2020-10-24 00:00:00",20,14,35.714285714285715,31.857142857142858
"2020-10-25 00:00:00",25,11,35.714285714285715,32.42857142857143
"2020-10-26 00:00:00",21,15,35.714285714285715,31.571428571428573
"2020-10-27 00:00:00",18,13,35.142857142857146,32.285714285714285
"2020-10-28 00:00:00",28,7,35,32.42857142857143
"2020-10-29 00:00:00",11,23,34.714285714285715,33
"2020-10-30 00:00:00",22,10,34,33.857142857142854
"2020-10-31 00:00:00",19,11,33.42857142857143,34.857142857142854
"2020-11-01 00:00:00",22,11,33,35
"2020-11-02 00:00:00",17,17,32.714285714285715,35.285714285714285
"2020-11-03 00:00:00",18,12,32.57142857142857,34.714285714285715
"2020-11-04 00:00:00",17,9,31.285714285714285,34.714285714285715
"2020-11-05 00:00:00",19,10,30.571428571428573,34.857142857142854
"2020-11-06 00:00:00",21,13,30.857142857142858,34.714285714285715
"2020-11-07 00:00:00",18,14,31.142857142857142,33.714285714285715
"2020-11-08 00:00:00",21,10,30.857142857142858,33.57142857142857
"2020-11-09 00:00:00",20,7,29.857142857142858,33.714285714285715
"2020-11-10 00:00:00",21,13,30.428571428571427,34
"2020-11-11 00:00:00",17,14,31.142857142857142,34.714285714285715
"2020-11-12 00:00:00",20,11,31.428571428571427,34.142857142857146
"2020-11-13 00:00:00",24,11,31.571428571428573,33.857142857142854
"2020-11-14 00:00:00",15,16,31.428571428571427,34
"2020-11-15 00:00:00",16,14,31.285714285714285,33.714285714285715
"2020-11-16 00:00:00",21,14,32.42857142857143,33.857142857142854
"2020-11-17 00:00:00",20,10,31.857142857142858,33.42857142857143
"2020-11-18 00:00:00",20,13,32.142857142857146,33.42857142857143
"2020-11-19 00:00:00",11,21,32.285714285714285,33.42857142857143
"2020-11-20 00:00:00",26,10,32.42857142857143,33.42857142857143
"2020-11-21 00:00:00",21,12,32.714285714285715,33.857142857142854
"2020-11-22 00:00:00",24,8,33,34.142857142857146
"2020-11-23 00:00:00",21,12,32.714285714285715,34.285714285714285
"2020-11-24 00:00:00",22,13,33.42857142857143,36
"2020-11-25 00:00:00",19,13,33.285714285714285,35.57142857142857
"2020-11-26 00:00:00",23,12,33.714285714285715,35.57142857142857
"2020-11-27 00:00:00",19,16,33.57142857142857,36
"2020-11-28 00:00:00",18,18,34,36
"2020-11-29 00:00:00",21,14,34.42857142857143,36
"2020-11-30 00:00:00",19,13,34.285714285714285,35.42857142857143
"2020-12-01 00:00:00",19,12,33.714285714285715,34.42857142857143
"2020-12-02 00:00:00",23,15,34.57142857142857,34.42857142857143
"2020-12-03 00:00:00",21,11,34.142857142857146,35.285714285714285
"2020-12-04 00:00:00",19,14,33.857142857142854,34.285714285714285
"2020-12-05 00:00:00",21,11,33.285714285714285,33.857142857142854
"2020-12-06 00:00:00",22,11,33,33.57142857142857
"2020-12-07 00:00:00",26,8,33.285714285714285,33.42857142857143
"2020-12-08 00:00:00",22,11,33.57142857142857,33.142857142857146
"2020-12-09 00:00:00",23,13,33.285714285714285,33
"2020-12-10 00:00:00",18,12,33,32.142857142857146
"2020-12-11 00:00:00",21,13,33.142857142857146,32.42857142857143
"2020-12-12 00:00:00",22,15,33.857142857142854,32.714285714285715
"2020-12-13 00:00:00",20,14,34,32.857142857142854
"2020-12-14 00:00:00",23,11,34,32.857142857142854
"2020-12-15 00:00:00",16,21,34.57142857142857,32.714285714285715
"2020-12-16 00:00:00",21,6,33.285714285714285,32.714285714285715
"2020-12-17 00:00:00",18,14,33.57142857142857,32.714285714285715
"2020-12-18 00:00:00",19,17,33.857142857142854,33.285714285714285
"2020-12-19 00:00:00",24,9,33.285714285714285,32.714285714285715
"2020-12-20 00:00:00",17,14,32.857142857142854,32.57142857142857
"2020-12-21 00:00:00",22,13,33,32.57142857142857
"2020-12-22 00:00:00",19,11,32,32.57142857142857
"2020-12-23 00:00:00",27,8,33.142857142857146,32.285714285714285
"2020-12-24 00:00:00",21,11,33.142857142857146,32.285714285714285
"2020-12-25 00:00:00",17,14,32.42857142857143,32.142857142857146
"2020-12-26 00:00:00",20,15,32.714285714285715,33
"2020-12-27 00:00:00",15,15,32.57142857142857,31.857142857142858
"2020-12-28 00:00:00",22,15,32.857142857142854,31.428571428571427
"2020-12-29 00:00:00",20,10,32.857142857142854,31.714285714285715
"2020-12-30 00:00:00",15,18,32.57142857142857,31.857142857142858
"2020-12-31 00:00:00",14,16,32.285714285714285,30.714285714285715
"2021-01-01 00:00:00",16,16,32.42857142857143,30
"2021-01-02 00:00:00",17,11,31.428571428571427,29.428571428571427
"2021-01-03 00:00:00",16,20,32.285714285714285,30.428571428571427
"2021-01-04 00:00:00",21,10,31.428571428571427,30.714285714285715
"2021-01-05 00:00:00",11,19,31.428571428571427,30.571428571428573
"2021-01-06 00:00:00",22,11,31.428571428571427,31
"2021-01-07 00:00:00",18,15,31.857142857142858,32.142857142857146
"2021-01-08 00:00:00",20,12,31.857142857142858,32.142857142857146
"2021-01-09 00:00:00",17,17,32.714285714285715,32
"2021-01-10 00:00:00",14,15,31.714285714285715,32
"2021-01-11 00:00:00",21,16,32.57142857142857,32.42857142857143
"2021-01-12 00:00:00",23,8,32.714285714285715,31.571428571428573
"2021-01-13 00:00:00",17,12,32.142857142857146,31.142857142857142
"2021-01-14 00:00:00",21,8,31.571428571428573,31.285714285714285
"2021-01-15 00:00:00",23,13,32.142857142857146,32.142857142857146
"2021-01-16 00:00:00",16,13,31.428571428571427,32.57142857142857
"2021-01-17 00:00:00",16,16,31.857142857142858,32.285714285714285
"2021-01-18 00:00:00",20,12,31.142857142857142,31.857142857142858
"2021-01-19 00:00:00",20,11,31.142857142857142,32.857142857142854
"2021-01-20 00:00:00",22,8,31.285714285714285,32.57142857142857
"2021-01-21 00:00:00",19,13,31.714285714285715,32.857142857142854
"2021-01-22 00:00:00",17,16,31.285714285714285,32.42857142857143
"2021-01-23 00:00:00",18,15,31.857142857142858,32.285714285714285
"2021-01-24 00:00:00",16,19,32.285714285714285,32.714285714285715
"2021-01-25 00:00:00",18,13,32.142857142857146,33
"2021-01-26 00:00:00",23,10,32.42857142857143,32.57142857142857
"2021-01-27 00:00:00",18,15,32.857142857142854,32.57142857142857
"2021-01-28 00:00:00",18,15,33,31.857142857142858
"2021-01-29 00:00:00",23,11,33.142857142857146,31.428571428571427
"2021-01-30 00:00:00",22,11,33.142857142857146,30.571428571428573
"2021-01-31 00:00:00",16,16,32.714285714285715,30
"2021-02-01 00:00:00",22,7,32.42857142857143,30.285714285714285
"2021-02-02 00:00:00",18,11,31.857142857142858,30.142857142857142
"2021-02-03 00:00:00",18,12,31.428571428571427,30.857142857142858
"2021-02-04 00:00:00",18,12,31,30.714285714285715
"2021-02-05 00:00:00",19,18,31.428571428571427,31.142857142857142
"2021-02-06 00:00:00",12,16,30.714285714285715,32.285714285714285
"2021-02-07 00:00:00",21,15,31.285714285714285,32.714285714285715
"2021-02-08 00:00:00",25,9,32,32.42857142857143
"2021-02-09 00:00:00",13,17,32.142857142857146,32.285714285714285
"2021-02-10 00:00:00",23,12,32.857142857142854,32.285714285714285
"2021-02-11 00:00:00",21,10,33,32.857142857142854
"2021-02-12 00:00:00",15,15,32,33.285714285714285
"2021-02-13 00:00:00",12,13,31.571428571428573,33
"2021-02-14 00:00:00",18,14,31,32.857142857142854
"2021-02-15 00:00:00",20,13,30.857142857142858,32.714285714285715
"2021-02-16 00:00:00",25,6,31,32.714285714285715
"2021-02-17 00:00:00",16,13,30.142857142857142,32
"2021-02-18 00:00:00",26,11,31,31.142857142857142
"2021-02-19 00:00:00",22,10,31.285714285714285,30.142857142857142
"2021-02-20 00:00:00",20,17,33,29.714285714285715
"2021-02-21 00:00:00",24,12,33.57142857142857,29.857142857142858
"2021-02-22 00:00:00",26,10,34,29.285714285714285
"2021-02-23 00:00:00",18,13,34,29.428571428571427
"2021-02-24 00:00:00",22,11,34.57142857142857,29.142857142857142
"2021-02-25 00:00:00",21,9,33.57142857142857,29.428571428571427
"2021-02-26 00:00:00",18,13,33.42857142857143,29.428571428571427
"2021-02-27 00:00:00",19,14,32.857142857142854,29.571428571428573
"2021-02-28 00:00:00",19,13,32.285714285714285,29.285714285714285
"2021-03-01 00:00:00",27,5,31.714285714285715,29.571428571428573
"2021-03-02 00:00:00",15,16,31.714285714285715,29.857142857142858
"2021-03-03 00:00:00",19,12,31.428571428571427,31
"2021-03-04 00:00:00",20,12,31.714285714285715,31
"2021-03-05 00:00:00",20,15,32.285714285714285,31.142857142857142
"2021-03-06 00:00:00",18,16,32.42857142857143,31.714285714285715
"2021-03-07 00:00:00",22,10,32.42857142857143,31.714285714285715
"2021-03-08 00:00:00",23,11,32.714285714285715,32.714285714285715
"2021-03-09 00:00:00",20,14,33.142857142857146,32.857142857142854
"2021-03-10 00:00:00",19,10,32.857142857142854,32.42857142857143
"2021-03-11 00:00:00",19,13,32.857142857142854,32.714285714285715
"2021-03-12 00:00:00",23,11,32.714285714285715,33
"2021-03-13 00:00:00",22,11,32.57142857142857,32.714285714285715
"2021-03-14 00:00:00",20,13,32.714285714285715,32.714285714285715
"2021-03-15 00:00:00",21,10,32.285714285714285,32.142857142857146
"2021-03-16 00:00:00",22,11,32.142857142857146,32.142857142857146
"2021-03-17 00:00:00",18,16,32.857142857142854,32.285714285714285
"2021-03-18 00:00:00",18,16,33.142857142857146,32.285714285714285
"2021-03-19 00:00:00",21,12,33,32.285714285714285
"2021-03-20 00:00:00",20,15,33.285714285714285,32
"2021-03-21 00:00:00",21,11,33.142857142857146,32.142857142857146
"2021-03-22 00:00:00",17,17,33.57142857142857,31.857142857142858
"2021-03-23 00:00:00",18,14,33.42857142857143,31.428571428571427
"2021-03-24 00:00:00",20,13,33.285714285714285,31.285714285714285
"2021-03-25 00:00:00",27,9,33.57142857142857,31.142857142857142
"2021-03-26 00:00:00",16,15,33.285714285714285,30.714285714285715
"2021-03-27 00:00:00",19,12,32.714285714285715,30.428571428571427
"2021-03-28 00:00:00",22,10,32.714285714285715,30.714285714285715
"2021-03-29 00:00:00",14,14,31.857142857142858,30.714285714285715
"2021-03-30 00:00:00",16,12,31.285714285714285,30.285714285714285
"2021-03-31 00:00:00",13,17,30.857142857142858,30
"2021-04-01 00:00:00",17,15,30.285714285714285,29.714285714285715
"2021-04-02 00:00:00",12,14,29.571428571428573,29.714285714285715
"2021-04-03 00:00:00",20,14,30,30.142857142857142
"2021-04-04 00:00:00",21,11,30,29.714285714285715
"2021-04-05 00:00:00",23,6,30.142857142857142,28.857142857142858
"2021-04-06 00:00:00",18,11,30.285714285714285,29
"2021-04-07 00:00:00",18,15,30.714285714285715,29.142857142857142
"2021-04-08 00:00:00",17,15,30.714285714285715,29.142857142857142
"2021-04-09 00:00:00",16,16,31.571428571428573,29.142857142857142
"2021-04-10 00:00:00",18,11,30.857142857142858,28.571428571428573
"2021-04-11 00:00:00",19,16,31.285714285714285,29
"2021-04-12 00:00:00",20,14,32,30
"2021-04-13 00:00:00",20,12,32.42857142857143,30.428571428571427
"2021-04-14 00:00:00",19,14,32.42857142857143,30.285714285714285
"2021-04-15 00:00:00",20,13,32.57142857142857,30.428571428571427
"2021-04-16 00:00:00",20,14,32.857142857142854,31
"2021-04-17 00:00:00",21,17,34.142857142857146,31.285714285714285
"2021-04-18 00:00:00",16,14,33.42857142857143,30.428571428571427
"2021-04-19 00:00:00",23,10,33.285714285714285,30.285714285714285
"2021-04-20 00:00:00",17,17,33.57142857142857,30.142857142857142
"2021-04-21 00:00:00",23,10,33.57142857142857,30.142857142857142
"2021-04-22 00:00:00",19,13,33.42857142857143,30
"2021-04-23 00:00:00",16,13,32.714285714285715,29.714285714285715
"2021-04-24 00:00:00",20,9,31.428571428571427,30.142857142857142
"2021-04-25 00:00:00",14,15,31.285714285714285,30.285714285714285
"2021-04-26 00:00:00",21,7,30.571428571428573,30.142857142857142
"2021-04-27 00:00:00",14,18,30.285714285714285,30.714285714285715
"2021-04-28 00:00:00",19,11,29.857142857142858,30.285714285714285
"2021-04-29 00:00:00",17,12,29.428571428571427,29.857142857142858
"2021-04-30 00:00:00",14,16,29.571428571428573,29.428571428571427
"2021-05-01 00:00:00",17,10,29.285714285714285,29
"2021-05-02 00:00:00",21,12,29.857142857142858,28.714285714285715
"2021-05-03 00:00:00",21,11,30.428571428571427,28.857142857142858
"2021-05-04 00:00:00",20,10,30.142857142857142,28.571428571428573
"2021-05-05 00:00:00",23,8,30.285714285714285,28.857142857142858
"2021-05-06 00:00:00",16,12,30.142857142857142,29.428571428571427
"2021-05-07 00:00:00",19,13,30.428571428571427,29.714285714285715
"2021-05-08 00:00:00",18,15,31.285714285714285,29.428571428571427
"2021-05-09 00:00:00",19,12,31,30
"2021-05-10 00:00:00",19,12,30.857142857142858,29.285714285714285
"2021-05-11 00:00:00",16,13,30.714285714285715,28
"2021-05-12 00:00:00",13,19,30.857142857142858,27.714285714285715
"2021-05-13 00:00:00",12,16,30.857142857142858,27.714285714285715
"2021-05-14 00:00:00",19,11,30.571428571428573,27.428571428571427
"2021-05-15 00:00:00",21,10,30.285714285714285,27.285714285714285
"2021-05-16 00:00:00",17,14,30.285714285714285,26.714285714285715
"2021-05-17 00:00:00",16,16,30.428571428571427,26.571428571428573
"2021-05-18 00:00:00",20,13,31,27.428571428571427
"2021-05-19 00:00:00",17,12,30.571428571428573,26.714285714285715
"2021-05-20 00:00:00",17,14,31,25.857142857142858
"2021-05-21 00:00:00",19,17,31.857142857142858,24.857142857142858
"2021-05-22 00:00:00",23,10,32.142857142857146,24.428571428571427
"2021-05-23 00:00:00",18,14,32.285714285714285,24.428571428571427
"2021-05-24 00:00:00",18,16,32.57142857142857,24.428571428571427
"2021-05-25 00:00:00",20,12,32.42857142857143,23.571428571428573
"2021-05-26 00:00:00",13,18,32.714285714285715,23.857142857142858
"2021-05-27 00:00:00",12,17,32.42857142857143,24
"2021-05-28 00:00:00",20,13,32,25.285714285714285
"2021-05-29 00:00:00",19,9,31.285714285714285,26
"2021-05-30 00:00:00",18,9,30.571428571428573,25.428571428571427
"2021-05-31 00:00:00",18,14,30.285714285714285,25.714285714285715
"2021-06-01 00:00:00",17,12,29.857142857142858,26.142857142857142
"2021-06-02 00:00:00",13,17,29.714285714285715,26.571428571428573
"2021-06-03 00:00:00",29,6,30.571428571428573,27.285714285714285
"2021-06-04 00:00:00",12,16,29.857142857142858,27
"2021-06-05 00:00:00",15,17,30.428571428571427,27
"2021-06-06 00:00:00",20,10,30.857142857142858,28.285714285714285
"2021-06-07 00:00:00",24,10,31.142857142857142,28.714285714285715
"2021-06-08 00:00:00",20,11,31.428571428571427,28
"2021-06-09 00:00:00",21,11,31.714285714285715,27
"2021-06-10 00:00:00",23,9,31.285714285714285,25.857142857142858
"2021-06-11 00:00:00",14,16,31.571428571428573,25.428571428571427
"2021-06-12 00:00:00",16,19,32,25
"2021-06-13 00:00:00",19,13,32.285714285714285,23.714285714285715
"2021-06-14 00:00:00",16,17,32.142857142857146,23
"2021-06-15 00:00:00",15,22,33,23.857142857142858
"2021-06-16 00:00:00",20,10,32.714285714285715,24.428571428571427
"2021-06-17 00:00:00",17,11,32.142857142857146,25.428571428571427
"2021-06-18 00:00:00",16,15,32.285714285714285,25.571428571428573
"2021-06-19 00:00:00",16,14,31.571428571428573,25.714285714285715
"2021-06-20 00:00:00",17,14,31.428571428571427,26.142857142857142
"2021-06-21 00:00:00",16,12,30.714285714285715,27.285714285714285
"2021-06-22 00:00:00",15,13,29.428571428571427,27
"2021-06-23 00:00:00",17,13,29.428571428571427,26.857142857142858
"2021-06-24 00:00:00",17,14,29.857142857142858,26.857142857142858
"2021-06-25 00:00:00",19,11,29.714285714285715,26.857142857142858
"2021-06-26 00:00:00",18,10,29.428571428571427,26.428571428571427
"2021-06-27 00:00:00",13,15,29,26.428571428571427
"2021-06-28 00:00:00",17,15,29.571428571428573,25.285714285714285
"2021-06-29 00:00:00",17,14,30,25.285714285714285
"2021-06-30 00:00:00",16,12,29.714285714285715,25.714285714285715
"2021-07-01 00:00:00",14,13,29.142857142857142,24.714285714285715
"2021-07-02 00:00:00",18,13,29.285714285714285,25.142857142857142
"2021-07-03 00:00:00",13,17,29.571428571428573,26
"2021-07-04 00:00:00",15,16,30,26.714285714285715
"2021-07-05 00:00:00",19,9,29.428571428571427,26.857142857142858
"2021-07-06 00:00:00",9,13,28.142857142857142,27.142857142857142
"2021-07-07 00:00:00",14,11,27.714285714285715,27.428571428571427
"2021-07-08 00:00:00",18,9,27.714285714285715,28.571428571428573
"2021-07-09 00:00:00",19,10,27.428571428571427,28.142857142857142
"2021-07-10 00:00:00",15,10,26.714285714285715,27.285714285714285
"2021-07-11 00:00:00",17,11,26.285714285714285,26.285714285714285
"2021-07-12 00:00:00",17,10,26.142857142857142,26.571428571428573
"2021-07-13 00:00:00",17,10,26.857142857142858,26.714285714285715
"2021-07-14 00:00:00",16,11,27.142857142857142,26.285714285714285
